type,size,time,program
choose-star,2,40.467041015625
choose-star,4,49.5390625
choose-star,6,76.18896484375
choose-star,8,469.638916015625
choose-star,10,492.26904296875
choose-star,12,1499.7890625
choose-star,14,9638.0380859375
choose-star,16,78421.53588867188
choose-star,18,697085.96484375
