type,size,time,program
emina,20,197418.0009765625,(#<procedure:moveLeft> #<procedure:moveUp> #<procedure:moveUp> #<procedure:moveUp> #<procedure:moveUp> #<procedure:moveUp> #<procedure:moveUp> #<procedure:moveUp> #<procedure:moveLeft> #<procedure:moveLeft> #<procedure:moveLeft> #<procedure:moveLeft> #<procedure:moveUp> #<procedure:moveUp> #<procedure:moveLeft> #<procedure:moveUp> #<procedure:moveLeft> #<procedure:moveLeft> #<procedure:moveLeft> #<procedure:moveLeft>)
